Agg_Date,Agg,SPX_Date,SPX
12/12/2008,1427.85,11/19/2008,1292.76
12/15/2008,1430.27,11/20/2008,1206.04
12/16/2008,1438.46,11/21/2008,1282.59
12/17/2008,1447.31,11/24/2008,1365.63
12/18/2008,1453.21,11/25/2008,1374.79
12/19/2008,1452.02,11/26/2008,1423.9
12/22/2008,1451.29,11/28/2008,1437.68
12/23/2008,1450.19,12/1/2008,1309.39
12/24/2008,1450.32,12/2/2008,1361.79
12/26/2008,1452.93,12/3/2008,1397.72
12/29/2008,1455.43,12/4/2008,1356.81
12/30/2008,1458.05,12/5/2008,1406.36
12/31/2008,1454.1,12/8/2008,1460.6
1/2/2009,1446.47,12/9/2008,1426.88
1/5/2009,1447.27,12/10/2008,1444
1/6/2009,1451.85,12/11/2008,1403.2
1/7/2009,1455.7,12/12/2008,1413.07
1/8/2009,1457.44,12/15/2008,1395.21
1/9/2009,1459.43,12/16/2008,1466.87
1/12/2009,1463.38,12/17/2008,1452.88
1/13/2009,1462.02,12/18/2008,1422.19
1/14/2009,1464.02,12/19/2008,1426.39
1/15/2009,1462.65,12/22/2008,1400.42
1/16/2009,1459.33,12/23/2008,1387.08
1/20/2009,1457.03,12/24/2008,1395.76
1/21/2009,1448.68,12/26/2008,1403.22
1/22/2009,1447.93,12/29/2008,1398.25
1/23/2009,1447.08,12/30/2008,1432.65
1/26/2009,1447.82,12/31/2008,1452.98
1/27/2009,1453.56,1/2/2009,1499.17
1/28/2009,1449.07,1/5/2009,1492.21
1/29/2009,1442.05,1/6/2009,1503.87
1/30/2009,1441.27,1/7/2009,1459.58
2/2/2009,1447.27,1/8/2009,1464.6
2/3/2009,1442.05,1/9/2009,1433.41
2/4/2009,1438.83,1/12/2009,1401.07
2/5/2009,1439.71,1/13/2009,1403.63
2/6/2009,1436.98,1/14/2009,1356.79
2/9/2009,1437.73,1/15/2009,1358.64
2/10/2009,1447.54,1/16/2009,1368.92
2/11/2009,1451.27,1/20/2009,1296.63
2/12/2009,1453.2,1/21/2009,1353.33
2/13/2009,1445.67,1/22/2009,1332.84
2/17/2009,1454.43,1/23/2009,1340.02
2/18/2009,1449.51,1/26/2009,1347.47
2/19/2009,1443.26,1/27/2009,1362.18
2/20/2009,1445.78,1/28/2009,1408.07
2/23/2009,1444.99,1/29/2009,1361.54
2/24/2009,1443.48,1/30/2009,1330.51
2/25/2009,1437.09,2/2/2009,1329.81
2/26/2009,1436.25,2/3/2009,1350.88
2/27/2009,1435.83,2/4/2009,1341.77
3/2/2009,1440.85,2/5/2009,1363.82
3/3/2009,1439.47,2/6/2009,1401.06
3/4/2009,1435.36,2/9/2009,1403.19
3/5/2009,1442.25,2/10/2009,1334.3
3/6/2009,1440.78,2/11/2009,1345.5
3/9/2009,1436.82,2/12/2009,1348.15
3/10/2009,1434.72,2/13/2009,1334.83
3/11/2009,1437.43,2/17/2009,1274.26
3/12/2009,1438.91,2/18/2009,1273.29
3/13/2009,1438.91,2/19/2009,1258.82
3/16/2009,1436.94,2/20/2009,1244.72
3/17/2009,1434.84,2/23/2009,1201.56
3/18/2009,1453.99,2/24/2009,1249.76
3/19/2009,1452.35,2/25/2009,1236.74
3/20/2009,1451.05,2/26/2009,1217.49
3/23/2009,1450.73,2/27/2009,1188.84
3/24/2009,1452.51,3/2/2009,1133.43
3/25/2009,1449.32,3/3/2009,1126.18
3/26/2009,1452.33,3/4/2009,1153.35
3/27/2009,1452.38,3/5/2009,1104.38
3/30/2009,1454.07,3/6/2009,1106
3/31/2009,1455.79,3/9/2009,1095.04
4/1/2009,1457.52,3/10/2009,1164.83
4/2/2009,1455.29,3/11/2009,1168.07
4/3/2009,1449.82,3/12/2009,1215.87
4/6/2009,1449.98,3/13/2009,1225.32
4/7/2009,1452.31,3/16/2009,1221.03
4/8/2009,1456.15,3/17/2009,1260.29
4/9/2009,1454.04,3/18/2009,1286.62
4/13/2009,1460.02,3/19/2009,1269.93
4/14/2009,1464.2,3/20/2009,1244.85
4/15/2009,1466.25,3/23/2009,1333.21
4/16/2009,1464.18,3/24/2009,1306.03
4/17/2009,1459.68,3/25/2009,1318.61
4/20/2009,1464.6,3/26/2009,1349.37
4/21/2009,1461.93,3/27/2009,1322.19
4/22/2009,1459.57,3/30/2009,1276.22
4/23/2009,1462.03,3/31/2009,1292.98
4/24/2009,1460.68,4/1/2009,1314.63
4/27/2009,1465.35,4/2/2009,1352.47
4/28/2009,1462.39,4/3/2009,1365.66
4/29/2009,1460.4,4/6/2009,1354.36
4/30/2009,1462.75,4/7/2009,1322.91
5/1/2009,1460.9,4/8/2009,1338.53
5/4/2009,1462.82,4/9/2009,1389.49
5/5/2009,1464.59,4/13/2009,1393.13
5/6/2009,1466.67,4/14/2009,1365.2
5/7/2009,1463.37,4/15/2009,1382.36
5/8/2009,1464.67,4/16/2009,1403.89
5/11/2009,1470.99,4/17/2009,1410.85
5/12/2009,1472,4/20/2009,1350.52
5/13/2009,1475.18,4/21/2009,1379.22
5/14/2009,1474.57,4/22/2009,1368.92
5/15/2009,1475.24,4/23/2009,1382.52
5/18/2009,1472.04,4/24/2009,1405.74
5/19/2009,1474.1,4/27/2009,1391.58
5/20/2009,1479.27,4/28/2009,1387.82
5/21/2009,1473.27,4/29/2009,1417.99
5/22/2009,1470.29,4/30/2009,1416.73
5/26/2009,1467.84,5/1/2009,1424.41
5/27/2009,1459.17,5/4/2009,1472.64
5/28/2009,1459.45,5/5/2009,1467.25
5/29/2009,1473.36,5/6/2009,1493.31
6/1/2009,1463.14,5/7/2009,1473.66
6/2/2009,1468.23,5/8/2009,1509.14
6/3/2009,1473.11,5/11/2009,1477.2
6/4/2009,1465.36,5/12/2009,1475.83
6/5/2009,1454.46,5/13/2009,1436.74
6/8/2009,1450.84,5/14/2009,1451.79
6/9/2009,1454.78,5/15/2009,1435.48
6/10/2009,1451.19,5/18/2009,1479.24
6/11/2009,1455.62,5/19/2009,1476.94
6/12/2009,1460.67,5/20/2009,1469.47
6/15/2009,1465.99,5/21/2009,1445.28
6/16/2009,1469.16,5/22/2009,1443.14
6/17/2009,1472.82,5/26/2009,1481.1
6/18/2009,1461.71,5/27/2009,1453.28
6/19/2009,1465.97,5/28/2009,1475.94
6/22/2009,1471.87,5/29/2009,1495.97
6/23/2009,1473.91,6/1/2009,1534.65
6/24/2009,1472.1,6/2/2009,1537.69
6/25/2009,1479.82,6/3/2009,1516.88
6/26/2009,1481.57,6/4/2009,1534.59
6/29/2009,1482.19,6/5/2009,1530.82
6/30/2009,1481.74,6/8/2009,1529.59
7/1/2009,1482.3,6/9/2009,1535.03
7/2/2009,1486.16,6/10/2009,1529.76
7/6/2009,1486.72,6/11/2009,1539.5
7/7/2009,1489.03,6/12/2009,1541.7
7/8/2009,1497.37,6/15/2009,1505.06
7/9/2009,1491.77,6/16/2009,1485.92
7/10/2009,1499.16,6/17/2009,1483.9
7/13/2009,1498.78,6/18/2009,1496.59
7/14/2009,1493.62,6/19/2009,1501.25
7/15/2009,1486.42,6/22/2009,1455.54
7/16/2009,1489.85,6/23/2009,1458.92
7/17/2009,1487.03,6/24/2009,1468.48
7/20/2009,1492.43,6/25/2009,1499.98
7/21/2009,1499.65,6/26/2009,1498.08
7/22/2009,1496.52,6/29/2009,1511.7
7/23/2009,1488.79,6/30/2009,1498.94
7/24/2009,1491.72,7/1/2009,1505.64
7/27/2009,1490.55,7/2/2009,1461.8
7/28/2009,1492.41,7/6/2009,1465.58
7/29/2009,1493.37,7/7/2009,1436.74
7/30/2009,1496.06,7/8/2009,1435.2
7/31/2009,1505.64,7/9/2009,1440.3
8/3/2009,1499.96,7/10/2009,1434.5
8/4/2009,1498.73,7/13/2009,1470.43
8/5/2009,1494.98,7/14/2009,1478.24
8/6/2009,1496.78,7/15/2009,1522.09
8/7/2009,1491.62,7/16/2009,1535.3
8/10/2009,1498.25,7/17/2009,1534.71
8/11/2009,1502.06,7/20/2009,1552.26
8/12/2009,1501.45,7/21/2009,1557.91
8/13/2009,1507.52,7/22/2009,1557.37
8/14/2009,1509.98,7/23/2009,1593.65
8/17/2009,1512.08,7/24/2009,1598.5
8/18/2009,1509.18,7/27/2009,1603.26
8/19/2009,1511.65,7/28/2009,1599.09
8/20/2009,1514.05,7/29/2009,1592
8/21/2009,1507.92,7/30/2009,1611.14
8/24/2009,1512.78,7/31/2009,1612.31
8/25/2009,1515.52,8/3/2009,1637.06
8/26/2009,1516.49,8/4/2009,1642.03
8/27/2009,1515.59,8/5/2009,1637.81
8/28/2009,1517.26,8/6/2009,1628.82
8/31/2009,1521.23,8/7/2009,1650.73
9/1/2009,1522.71,8/10/2009,1645.26
9/2/2009,1527.3,8/11/2009,1624.91
9/3/2009,1525.6,8/12/2009,1644.23
9/4/2009,1520.68,8/13/2009,1655.66
9/8/2009,1521.18,8/14/2009,1641.54
9/9/2009,1521.57,8/17/2009,1602.06
9/10/2009,1529.5,8/18/2009,1618.6
9/11/2009,1530.24,8/19/2009,1629.92
9/14/2009,1527.83,8/20/2009,1647.85
9/15/2009,1526.32,8/21/2009,1678.84
9/16/2009,1526.42,8/24/2009,1677.94
9/17/2009,1531.36,8/25/2009,1681.92
9/18/2009,1527.29,8/26/2009,1682.29
9/21/2009,1527.24,8/27/2009,1687.16
9/22/2009,1529.5,8/28/2009,1684.05
9/23/2009,1532.21,8/31/2009,1670.52
9/24/2009,1534.27,9/1/2009,1633.63
9/25/2009,1535.91,9/2/2009,1628.66
9/28/2009,1537.85,9/3/2009,1642.68
9/29/2009,1537.82,9/4/2009,1664.34
9/30/2009,1537.21,9/8/2009,1679.32
10/1/2009,1542.95,9/9/2009,1692.48
10/2/2009,1541.13,9/10/2009,1710.14
10/5/2009,1541.84,9/11/2009,1708.18
10/6/2009,1540.98,9/14/2009,1719.04
10/7/2009,1546.22,9/15/2009,1724.45
10/8/2009,1542.72,9/16/2009,1750.91
10/9/2009,1535.72,9/17/2009,1745.8
10/13/2009,1541.72,9/18/2009,1750.43
10/14/2009,1537.07,9/21/2009,1744.47
10/15/2009,1534.56,9/22/2009,1755.99
10/16/2009,1537.11,9/23/2009,1738.32
10/19/2009,1538.39,9/24/2009,1722.02
10/20/2009,1542.39,9/25/2009,1711.53
10/21/2009,1538.69,9/28/2009,1742.32
10/22/2009,1539.25,9/29/2009,1738.48
10/23/2009,1536.93,9/30/2009,1732.86
10/26/2009,1533.67,10/1/2009,1688.24
10/27/2009,1539.25,10/2/2009,1680.7
10/28/2009,1542.58,10/5/2009,1705.73
10/29/2009,1538.03,10/6/2009,1729.14
10/30/2009,1544.8,10/7/2009,1734.74
11/2/2009,1543.4,10/8/2009,1747.7
11/3/2009,1540.26,10/9/2009,1757.6
11/4/2009,1537.54,10/12/2009,1765.31
11/5/2009,1539.83,10/13/2009,1760.51
11/6/2009,1542.16,10/14/2009,1791.47
11/9/2009,1543.57,10/15/2009,1798.91
11/10/2009,1544.57,10/16/2009,1784.35
11/12/2009,1547.68,10/19/2009,1801.12
11/13/2009,1549.58,10/20/2009,1789.93
11/16/2009,1555.54,10/21/2009,1774.33
11/17/2009,1555.53,10/22/2009,1793.34
11/18/2009,1553.52,10/23/2009,1771.5
11/19/2009,1554.6,10/26/2009,1750.75
11/20/2009,1554.41,10/27/2009,1744.95
11/23/2009,1555.17,10/28/2009,1711.09
11/24/2009,1558.4,10/29/2009,1749.76
11/25/2009,1559.62,10/30/2009,1700.67
11/27/2009,1563.74,11/2/2009,1711.65
11/30/2009,1564.8,11/3/2009,1715.81
12/1/2009,1561.29,11/4/2009,1718.21
12/2/2009,1559.04,11/5/2009,1751.45
12/3/2009,1556.45,11/6/2009,1756.07
12/4/2009,1551.31,11/9/2009,1795.56
12/7/2009,1555.12,11/10/2009,1795.9
12/8/2009,1558.96,11/11/2009,1804.93
12/9/2009,1557.93,11/12/2009,1786.66
12/10/2009,1555.28,11/13/2009,1796.93
12/11/2009,1553.51,11/16/2009,1823.29
12/14/2009,1553.26,11/17/2009,1825.18
12/15/2009,1550.23,11/18/2009,1824.61
12/16/2009,1551.37,11/19/2009,1800.12
12/17/2009,1558.51,11/20/2009,1794.65
12/18/2009,1555.36,11/23/2009,1819.17
12/21/2009,1548.36,11/24/2009,1818.31
12/22/2009,1544.89,11/25/2009,1826.74
12/23/2009,1544.6,11/27/2009,1795.7
12/24/2009,1540.63,11/30/2009,1802.68
12/28/2009,1538.61,12/1/2009,1824.54
12/29/2009,1540.81,12/2/2009,1825.4
12/30/2009,1542.97,12/3/2009,1810.13
12/31/2009,1540.34,12/4/2009,1820.11
1/4/2010,1542.4,12/7/2009,1815.7
1/5/2010,1549.2,12/8/2009,1797.31
1/6/2010,1547.8,12/9/2009,1804.1
1/7/2010,1547,12/10/2009,1814.81
1/8/2010,1548.39,12/11/2009,1821.8
1/11/2010,1549.08,12/14/2009,1834.55
1/12/2010,1555.24,12/15/2009,1824.37
1/13/2010,1551.75,12/16/2009,1826.45
1/14/2010,1555.83,12/17/2009,1804.96
1/15/2010,1559.18,12/18/2009,1815.5
1/19/2010,1557.39,12/21/2009,1834.59
1/20/2010,1560.13,12/22/2009,1841.17
1/21/2010,1563.39,12/23/2009,1845.8
1/22/2010,1563.03,12/24/2009,1855.5
1/25/2010,1561.25,12/28/2009,1857.89
1/26/2010,1560.99,12/29/2009,1855.61
1/27/2010,1560.28,12/30/2009,1856.14
1/28/2010,1560.05,12/31/2009,1837.5
1/29/2010,1563.87,1/4/2010,1867.06
2/1/2010,1561.4,1/5/2010,1872.9
2/2/2010,1563.18,1/6/2010,1874.73
2/3/2010,1560.28,1/7/2010,1882.34
2/4/2010,1565.27,1/8/2010,1887.77
2/5/2010,1568.5,1/11/2010,1891.06
2/8/2010,1565.9,1/12/2010,1873.32
2/9/2010,1562.97,1/13/2010,1889.1
2/10/2010,1559.25,1/14/2010,1893.72
2/11/2010,1557.91,1/15/2010,1873.3
2/12/2010,1560.42,1/19/2010,1896.72
2/16/2010,1562.71,1/20/2010,1876.9
2/17/2010,1558.42,1/21/2010,1841.39
2/18/2010,1555.6,1/22/2010,1800.61
2/19/2010,1556.18,1/25/2010,1808.93
2/22/2010,1557.42,1/26/2010,1801.34
2/23/2010,1563.63,1/27/2010,1810.21
2/24/2010,1563.2,1/28/2010,1788.97
2/25/2010,1565.97,1/29/2010,1771.4
2/26/2010,1569.71,2/1/2010,1796.67
3/1/2010,1569.45,2/2/2010,1819.99
3/2/2010,1570.57,2/3/2010,1810.64
3/3/2010,1570.82,2/4/2010,1754.3
3/4/2010,1571.82,2/5/2010,1759.38
3/5/2010,1568.38,2/8/2010,1744.37
3/8/2010,1568.24,2/9/2010,1767.18
3/9/2010,1570.03,2/10/2010,1763.69
3/10/2010,1569.44,2/11/2010,1781.01
3/11/2010,1569.88,2/12/2010,1776.5
3/12/2010,1570.45,2/16/2010,1808.72
3/15/2010,1571.41,2/17/2010,1816.7
3/16/2010,1574.65,2/18/2010,1828.81
3/17/2010,1575.64,2/19/2010,1833.09
3/18/2010,1574.1,2/22/2010,1831.21
3/19/2010,1573.32,2/23/2010,1809.05
3/22/2010,1574.49,2/24/2010,1826.99
3/23/2010,1574.7,2/25/2010,1823.64
3/24/2010,1566.69,2/26/2010,1826.27
3/25/2010,1563.04,3/1/2010,1844.87
3/26/2010,1566.09,3/2/2010,1849.17
3/29/2010,1566.43,3/3/2010,1850.24
3/30/2010,1565.67,3/4/2010,1857.2
3/31/2010,1567.78,3/5/2010,1883.28
4/1/2010,1565.63,3/8/2010,1883.29
4/2/2010,1560.02,3/9/2010,1886.6
4/5/2010,1557.02,3/10/2010,1895.38
4/6/2010,1559.21,3/11/2010,1903.68
4/7/2010,1566.66,3/12/2010,1903.29
4/8/2010,1565.33,3/15/2010,1904.19
4/9/2010,1566.37,3/16/2010,1919.02
4/12/2010,1571.09,3/17/2010,1930.22
4/13/2010,1573.18,3/18/2010,1929.63
4/14/2010,1570.79,3/19/2010,1919.8
4/15/2010,1572.35,3/22/2010,1929.64
4/16/2010,1577.56,3/23/2010,1943.7
4/19/2010,1574.82,3/24/2010,1933.04
4/20/2010,1575.05,3/25/2010,1929.75
4/21/2010,1578.7,3/26/2010,1931.18
4/22/2010,1576.29,3/29/2010,1942.51
4/23/2010,1573.88,3/30/2010,1942.81
4/26/2010,1574.65,3/31/2010,1936.48
4/27/2010,1581.57,4/1/2010,1950.91
4/28/2010,1576.56,4/5/2010,1966.44
4/29/2010,1580.33,4/6/2010,1969.76
4/30/2010,1584.1,4/7/2010,1959.04
5/3/2010,1581.13,4/8/2010,1965.72
5/4/2010,1586.26,4/9/2010,1978.86
5/5/2010,1589.42,4/12/2010,1982.4
5/6/2010,1596.77,4/13/2010,1983.91
5/7/2010,1591.19,4/14/2010,2006.06
5/10/2010,1587.74,4/15/2010,2007.74
5/11/2010,1587.24,4/16/2010,1975.36
5/12/2010,1587.01,4/19/2010,1984.32
5/13/2010,1588.7,4/20/2010,2000.33
5/14/2010,1596.03,4/21/2010,1998.31
5/17/2010,1594.78,4/22/2010,2002.93
5/18/2010,1599.44,4/23/2010,2017.19
5/19/2010,1598.73,4/26/2010,2008.55
5/20/2010,1603.15,4/27/2010,1961.6
5/21/2010,1605.01,4/28/2010,1974.63
5/24/2010,1602.14,4/29/2010,2000.34
5/25/2010,1603.75,4/30/2010,1967.05
5/26/2010,1600.68,5/3/2010,1992.87
5/27/2010,1594.45,5/4/2010,1945.37
5/28/2010,1597.43,5/5/2010,1933.25
5/31/2010,1597.43,5/6/2010,1870.95
6/1/2010,1598.1,5/7/2010,1842.32
6/2/2010,1596.2,5/10/2010,1923.39
6/3/2010,1595,5/11/2010,1917.25
6/4/2010,1605.54,5/12/2010,1944.25
6/7/2010,1605.71,5/13/2010,1920.76
6/8/2010,1606.53,5/14/2010,1884.67
6/9/2010,1605.69,5/17/2010,1887.11
6/10/2010,1597.65,5/18/2010,1860.65
6/11/2010,1604.42,5/19/2010,1851.28
6/14/2010,1602.25,5/20/2010,1779.3
6/15/2010,1600.81,5/21/2010,1806.05
6/16/2010,1602.8,5/24/2010,1782.77
6/17/2010,1608.83,5/25/2010,1783.4
6/18/2010,1607.7,5/26/2010,1773.65
6/21/2010,1608.44,5/27/2010,1832.61
6/22/2010,1612.67,5/28/2010,1809.98
6/23/2010,1615.21,6/1/2010,1778.99
6/24/2010,1613.7,6/2/2010,1825.25
6/25/2010,1614.97,6/3/2010,1832.72
6/28/2010,1620.08,6/4/2010,1769.72
6/29/2010,1622.33,6/7/2010,1745.87
6/30/2010,1622.48,6/8/2010,1765.29
7/1/2010,1623.39,6/9/2010,1754.91
7/2/2010,1621.09,6/10/2010,1806.69
7/6/2010,1625.11,6/11/2010,1815.26
7/7/2010,1623.01,6/14/2010,1812.02
7/8/2010,1621.99,6/15/2010,1854.61
7/9/2010,1620.78,6/16/2010,1853.62
7/12/2010,1622.1,6/17/2010,1856.25
7/13/2010,1619.55,6/18/2010,1858.7
7/14/2010,1624.31,6/21/2010,1851.55
7/15/2010,1628.46,6/22/2010,1822.05
7/16/2010,1630.84,6/23/2010,1816.65
7/19/2010,1629.36,6/24/2010,1786.13
7/20/2010,1631.21,6/25/2010,1791.24
7/21/2010,1634.68,6/28/2010,1787.94
7/22/2010,1633.25,6/29/2010,1732.55
7/23/2010,1630.98,6/30/2010,1715.23
7/26/2010,1632.12,7/1/2010,1709.77
7/27/2010,1630.61,7/2/2010,1701.86
7/28/2010,1633.68,7/6/2010,1710.97
7/29/2010,1634.43,7/7/2010,1765.42
7/30/2010,1639.79,7/8/2010,1782.1
8/2/2010,1636.7,7/9/2010,1794.94
8/3/2010,1640.84,7/12/2010,1796.3
8/4/2010,1638.53,7/13/2010,1824.07
8/5/2010,1640.38,7/14/2010,1823.82
8/6/2010,1644.4,7/15/2010,1826
8/9/2010,1644.05,7/16/2010,1773.43
8/10/2010,1645.58,7/19/2010,1784.06
8/11/2010,1649.29,7/20/2010,1804.48
8/12/2010,1646.31,7/21/2010,1781.6
8/13/2010,1649.24,7/22/2010,1821.76
8/16/2010,1655.68,7/23/2010,1836.75
8/17/2010,1652.09,7/26/2010,1857.34
8/18/2010,1651.89,7/27/2010,1855.39
8/19/2010,1655.97,7/28/2010,1842.66
8/20/2010,1653.28,7/29/2010,1835.29
8/23/2010,1654.43,7/30/2010,1835.4
8/24/2010,1659.06,8/2/2010,1875.85
8/25/2010,1657.35,8/3/2010,1866.87
8/26/2010,1660.2,8/4/2010,1878.81
8/27/2010,1651.41,8/5/2010,1876.51
8/30/2010,1657.43,8/6/2010,1869.77
8/31/2010,1660.89,8/9/2010,1880.06
9/1/2010,1655.49,8/10/2010,1868.88
9/2/2010,1653.6,8/11/2010,1817.13
9/3/2010,1650.32,8/12/2010,1807.61
9/7/2010,1656.91,8/13/2010,1800.39
9/8/2010,1653.9,8/16/2010,1800.7
9/9/2010,1647.21,8/17/2010,1823.18
9/10/2010,1645.93,8/18/2010,1826.14
9/13/2010,1650.55,8/19/2010,1795.24
9/14/2010,1654.92,8/20/2010,1788.67
9/15/2010,1651.4,8/23/2010,1781.47
9/16/2010,1649.49,8/24/2010,1755.65
9/17/2010,1649.81,8/25/2010,1761.62
9/20/2010,1652.26,8/26/2010,1748.14
9/21/2010,1658.75,8/27/2010,1777.6
9/22/2010,1660.09,8/30/2010,1751.79
9/23/2010,1659.17,8/31/2010,1752.55
9/24/2010,1655.94,9/1/2010,1804.46
9/27/2010,1661.85,9/2/2010,1820.98
9/28/2010,1664.77,9/3/2010,1845.1
9/29/2010,1662.32,9/7/2010,1824.05
9/30/2010,1662.66,9/8/2010,1836.21
10/1/2010,1662.75,9/9/2010,1845.09
10/4/2010,1665.57,9/10/2010,1854.1
10/5/2010,1666.16,9/13/2010,1875.41
10/6/2010,1671.13,9/14/2010,1874.07
10/7/2010,1672.3,9/15/2010,1880.74
10/8/2010,1673.37,9/16/2010,1880.37
10/12/2010,1672.23,9/17/2010,1881.93
10/13/2010,1672.96,9/20/2010,1910.6
10/14/2010,1668.85,9/21/2010,1905.74
10/15/2010,1664.13,9/22/2010,1896.77
10/18/2010,1669.33,9/23/2010,1880.97
10/19/2010,1671.4,9/24/2010,1920.84
10/20/2010,1672.46,9/27/2010,1909.98
10/21/2010,1669.95,9/28/2010,1919.59
10/22/2010,1669.12,9/29/2010,1914.84
10/25/2010,1669.68,9/30/2010,1908.95
10/26/2010,1665.35,10/1/2010,1917.42
10/27/2010,1662,10/4/2010,1902.15
10/28/2010,1665.08,10/5/2010,1941.82
10/29/2010,1668.58,10/6/2010,1941.5
11/1/2010,1668.62,10/7/2010,1938.31
11/2/2010,1671.89,10/8/2010,1950.18
11/3/2010,1670.53,10/11/2010,1950.47
11/4/2010,1677.18,10/12/2010,1957.92
11/5/2010,1673.32,10/13/2010,1972.08
11/8/2010,1672.16,10/14/2010,1964.9
11/9/2010,1665.5,10/15/2010,1968.87
11/10/2010,1666.57,10/18/2010,1983.17
11/12/2010,1660.07,10/19/2010,1951.67
11/15/2010,1652,10/20/2010,1972.51
11/16/2010,1655.48,10/21/2010,1976.12
11/17/2010,1655.76,10/22/2010,1980.83
11/18/2010,1654.57,10/25/2010,1985.11
11/19/2010,1656.01,10/26/2010,1985.13
11/22/2010,1660.3,10/27/2010,1980.05
11/23/2010,1662.76,10/28/2010,1982.45
11/24/2010,1653.08,10/29/2010,1981.59
11/26/2010,1655.93,11/1/2010,1983.47
11/29/2010,1658.3,11/2/2010,1998.86
11/30/2010,1658.99,11/3/2010,2006.58
12/1/2010,1648.25,11/4/2010,2045.62
12/2/2010,1646.42,11/5/2010,2053.77
12/3/2010,1647.73,11/8/2010,2049.69
12/6/2010,1653.92,11/9/2010,2033.85
12/7/2010,1640.23,11/10/2010,2043.16
12/8/2010,1635.81,11/11/2010,2034.48
12/9/2010,1637.09,11/12/2010,2010.57
12/10/2010,1633.72,11/15/2010,2008.25
12/13/2010,1636.31,11/16/2010,1976.26
12/14/2010,1625.86,11/17/2010,1977
12/15/2010,1621.7,11/18/2010,2007.38
12/16/2010,1623.83,11/19/2010,2012.59
12/17/2010,1635.03,11/22/2010,2009.52
12/20/2010,1633.97,11/23/2010,1980.89
12/21/2010,1635.89,11/24/2010,2010.56
12/22/2010,1634.81,11/26/2010,1996.03
12/23/2010,1631.7,11/29/2010,1993.83
12/27/2010,1634.44,11/30/2010,1981.84
12/28/2010,1626.15,12/1/2010,2024.97
12/29/2010,1637.04,12/2/2010,2050.96
12/30/2010,1635.46,12/3/2010,2056.4
12/31/2010,1641.1,12/6/2010,2053.8
1/3/2011,1639.71,12/7/2010,2054.89
1/4/2011,1639.94,12/8/2010,2063.03
1/5/2011,1630.82,12/9/2010,2071.12
1/6/2011,1634.79,12/10/2010,2083.57
1/7/2011,1641.36,12/13/2010,2084
1/10/2011,1642.93,12/14/2010,2085.93
1/11/2011,1641.11,12/15/2010,2075.29
1/12/2011,1640.73,12/16/2010,2088.19
1/13/2011,1644.81,12/17/2010,2089.95
1/14/2011,1643.17,12/20/2010,2095.32
1/18/2011,1641.56,12/21/2010,2108.26
1/19/2011,1643.83,12/22/2010,2115.69
1/20/2011,1636.16,12/23/2010,2112.37
1/21/2011,1639.12,12/27/2010,2113.67
1/24/2011,1640.1,12/28/2010,2115.32
1/25/2011,1645.52,12/29/2010,2117.83
1/26/2011,1639.02,12/30/2010,2114.7
1/27/2011,1642.69,12/31/2010,2114.29
1/28/2011,1645.59,1/3/2011,2138.3
1/31/2011,1643.01,1/4/2011,2135.53
2/1/2011,1639.29,1/5/2011,2146.5
2/2/2011,1635.96,1/6/2011,2142.76
2/3/2011,1632.58,1/7/2011,2138.81
2/4/2011,1626.29,1/10/2011,2135.86
2/7/2011,1627.45,1/11/2011,2143.82
2/8/2011,1621.74,1/12/2011,2163.36
2/9/2011,1626.63,1/13/2011,2159.66
2/10/2011,1621.84,1/14/2011,2175.68
2/11/2011,1626.28,1/18/2011,2178.72
2/14/2011,1629.35,1/19/2011,2156.97
2/15/2011,1630.45,1/20/2011,2154.18
2/16/2011,1629.92,1/21/2011,2159.43
2/17/2011,1633.99,1/24/2011,2172.03
2/18/2011,1633.15,1/25/2011,2172.67
2/22/2011,1640.94,1/26/2011,2181.92
2/23/2011,1640.13,1/27/2011,2186.93
2/24/2011,1643,1/28/2011,2147.95
2/25/2011,1644.53,1/31/2011,2164.4
2/28/2011,1647.12,2/1/2011,2200.54
3/1/2011,1647.89,2/2/2011,2194.94
3/2/2011,1644.22,2/3/2011,2200.42
3/3/2011,1636.8,2/4/2011,2206.8
3/4/2011,1643.64,2/7/2011,2220.6
3/7/2011,1643.84,2/8/2011,2230.59
3/8/2011,1640.7,2/9/2011,2224.64
3/9/2011,1645.83,2/10/2011,2226.51
3/10/2011,1650.97,2/11/2011,2239.08
3/11/2011,1650.7,2/14/2011,2244.89
3/14/2011,1654.46,2/15/2011,2237.9
3/15/2011,1654.59,2/16/2011,2252.3
3/16/2011,1661.05,2/17/2011,2259.42
3/17/2011,1657.95,2/18/2011,2263.79
3/18/2011,1657.26,2/22/2011,2217.35
3/21/2011,1654.15,2/23/2011,2203.89
3/22/2011,1652.92,2/24/2011,2202.23
3/23/2011,1652.56,2/25/2011,2226.05
3/24/2011,1650.1,2/28/2011,2238.55
3/25/2011,1647.3,3/1/2011,2203.32
3/28/2011,1647.31,3/2/2011,2207.24
3/29/2011,1644.4,3/3/2011,2245.33
3/30/2011,1647.42,3/4/2011,2228.78
3/31/2011,1648.03,3/7/2011,2210.26
4/1/2011,1647.88,3/8/2011,2230.4
4/4/2011,1649.76,3/9/2011,2227.7
4/5/2011,1645.96,3/10/2011,2185.65
4/6/2011,1643.03,3/11/2011,2201.81
4/7/2011,1643.57,3/14/2011,2188.56
4/8/2011,1643.07,3/15/2011,2164.06
