Agg_Date,Agg,SPX_Date,SPX
4/11/2011,1643.75,3/16/2011,2121.94
4/12/2011,1648.96,3/17/2011,2150.43
4/13/2011,1651.66,3/18/2011,2159.69
4/14/2011,1650.39,3/21/2011,2192.09
4/15/2011,1656.61,3/22/2011,2184.57
4/18/2011,1659.78,3/23/2011,2190.96
4/19/2011,1660.93,3/24/2011,2211.42
4/20/2011,1658.6,3/25/2011,2218.42
4/21/2011,1658.46,3/28/2011,2212.32
4/25/2011,1661.77,3/29/2011,2228.41
4/26/2011,1665.24,3/30/2011,2243.55
4/27/2011,1662.73,3/31/2011,2239.44
4/28/2011,1667.11,4/1/2011,2250.58
4/29/2011,1668.95,4/4/2011,2251.64
5/2/2011,1669.72,4/5/2011,2251.26
5/3/2011,1671.87,4/6/2011,2257.11
5/4/2011,1673.68,4/7/2011,2253.76
5/5/2011,1677.5,4/8/2011,2244.74
5/6/2011,1678.45,4/11/2011,2238.51
5/9/2011,1680.04,4/12/2011,2221.12
5/10/2011,1676.38,4/13/2011,2221.77
5/11/2011,1679.34,4/14/2011,2221.99
5/12/2011,1676.66,4/15/2011,2230.71
5/13/2011,1679.32,4/18/2011,2206.15
5/16/2011,1682.68,4/19/2011,2218.86
5/17/2011,1685.03,4/20/2011,2248.9
5/18/2011,1681.28,4/21/2011,2260.84
5/19/2011,1681.54,4/25/2011,2257.24
5/20/2011,1682.81,4/26/2011,2277.51
5/23/2011,1684.03,4/27/2011,2292.13
5/24/2011,1684.71,4/28/2011,2300.46
5/25/2011,1684.35,4/29/2011,2305.76
5/26/2011,1689.41,5/2/2011,2301.72
5/27/2011,1688.75,5/3/2011,2293.95
5/31/2011,1690.73,5/4/2011,2278.63
6/1/2011,1696.51,5/5/2011,2258.08
6/2/2011,1691.38,5/6/2011,2266.97
6/3/2011,1693.66,5/9/2011,2277.3
6/6/2011,1693.2,5/10/2011,2295.72
6/7/2011,1693.82,5/11/2011,2271.47
6/8/2011,1697.39,5/12/2011,2282.84
6/9/2011,1693.9,5/13/2011,2264.52
6/10/2011,1695.37,5/16/2011,2250.61
6/13/2011,1694.23,5/17/2011,2250.35
6/14/2011,1687.57,5/18/2011,2270.57
6/15/2011,1695.35,5/19/2011,2275.71
6/16/2011,1697.02,5/20/2011,2258.21
6/17/2011,1695.31,5/23/2011,2231.31
6/20/2011,1694.83,5/24/2011,2229.49
6/21/2011,1694.32,5/25/2011,2236.75
6/22/2011,1695.35,5/26/2011,2246.13
6/23/2011,1699.98,5/27/2011,2255.74
6/24/2011,1700.85,5/31/2011,2279.66
6/27/2011,1696.12,6/1/2011,2227.96
6/28/2011,1689.21,6/2/2011,2225.36
6/29/2011,1687.23,6/3/2011,2203.81
6/30/2011,1685.78,6/6/2011,2180.14
7/1/2011,1683.7,6/7/2011,2178.15
7/5/2011,1688.7,6/8/2011,2169.5
7/6/2011,1690.88,6/9/2011,2185.52
7/7/2011,1686.98,6/10/2011,2155
7/8/2011,1697.03,6/13/2011,2157.15
7/11/2011,1701.98,6/14/2011,2184.48
7/12/2011,1702.57,6/15/2011,2146.45
7/13/2011,1704.59,6/16/2011,2150.58
7/14/2011,1701.31,6/17/2011,2157.14
7/15/2011,1702.38,6/20/2011,2168.8
7/18/2011,1701.23,6/21/2011,2198.15
7/19/2011,1703.27,6/22/2011,2184.03
7/20/2011,1701.02,6/23/2011,2177.85
7/21/2011,1697.61,6/24/2011,2152.31
7/22/2011,1701.41,6/27/2011,2172.08
7/25/2011,1698.52,6/28/2011,2200.68
7/26/2011,1702.27,6/29/2011,2219.2
7/27/2011,1699.78,6/30/2011,2241.66
7/28/2011,1702.4,7/1/2011,2274.26
7/29/2011,1712.53,7/5/2011,2271.29
8/1/2011,1717.03,7/6/2011,2274.42
8/2/2011,1725.03,7/7/2011,2298.31
8/3/2011,1726.04,7/8/2011,2282.32
8/4/2011,1733.98,7/11/2011,2241.07
8/5/2011,1724.6,7/12/2011,2231.15
8/8/2011,1732.23,7/13/2011,2238.29
8/9/2011,1740.96,7/14/2011,2223.29
8/10/2011,1746.19,7/15/2011,2235.65
8/11/2011,1733.56,7/18/2011,2217.55
8/12/2011,1740.21,7/19/2011,2253.71
8/15/2011,1736.43,7/20/2011,2252.52
8/16/2011,1740.95,7/21/2011,2283.23
8/17/2011,1744.13,7/22/2011,2285.34
8/18/2011,1747.51,7/25/2011,2272.47
8/19/2011,1746.39,7/26/2011,2263.15
8/22/2011,1744.36,7/27/2011,2217.29
8/23/2011,1738.86,7/28/2011,2210.33
8/24/2011,1730.28,7/29/2011,2196.08
8/25/2011,1733.17,8/1/2011,2187
8/26/2011,1736.42,8/2/2011,2131.1
8/29/2011,1732.16,8/3/2011,2142.56
8/30/2011,1739.53,8/4/2011,2040.2
8/31/2011,1737.55,8/5/2011,2039.04
9/1/2011,1743.2,8/8/2011,1903.47
9/2/2011,1750.9,8/9/2011,1993.76
9/6/2011,1751.17,8/10/2011,1906.53
9/7/2011,1747.7,8/11/2011,1995.14
9/8/2011,1749.89,8/12/2011,2005.67
9/9/2011,1754.07,8/15/2011,2049.51
9/12/2011,1751.37,8/16/2011,2029.92
9/13/2011,1747.57,8/17/2011,2032.41
9/14/2011,1747.71,8/18/2011,1941.92
9/15/2011,1744.25,8/19/2011,1912.77
9/16/2011,1745.11,8/22/2011,1913.27
9/19/2011,1753.14,8/23/2011,1978.89
9/20/2011,1751.92,8/24/2011,2005.13
9/21/2011,1757.66,8/25/2011,1973.96
9/22/2011,1765.96,8/26/2011,2004.11
9/23/2011,1756.99,8/29/2011,2061.05
9/26/2011,1750,8/30/2011,2066.37
9/27/2011,1743.45,8/31/2011,2076.78
9/28/2011,1744.96,9/1/2011,2052.3
9/29/2011,1747.99,9/2/2011,2000.5
9/30/2011,1750.19,9/6/2011,1985.67
10/3/2011,1758.32,9/7/2011,2043.05
10/4/2011,1754.71,9/8/2011,2021.42
10/5/2011,1747.86,9/9/2011,1967.47
10/6/2011,1744.03,9/12/2011,1981.3
10/7/2011,1739.38,9/13/2011,2000.08
10/11/2011,1737.03,9/14/2011,2027.04
10/12/2011,1734.22,9/15/2011,2062.25
10/13/2011,1739.54,9/16/2011,2074.06
10/14/2011,1736.33,9/19/2011,2053.74
10/17/2011,1741.56,9/20/2011,2050.39
10/18/2011,1741.69,9/21/2011,1990.2
10/19/2011,1742.89,9/22/2011,1926.76
10/20/2011,1742.19,9/23/2011,1938.73
10/21/2011,1741.35,9/26/2011,1983.97
10/24/2011,1739.71,9/27/2011,2005.19
10/25/2011,1748.57,9/28/2011,1964.2
10/26/2011,1744.46,9/29/2011,1980.23
10/27/2011,1736.32,9/30/2011,1930.79
10/28/2011,1743.95,10/3/2011,1875.95
10/31/2011,1752.07,10/4/2011,1918.39
11/1/2011,1761.14,10/5/2011,1953.67
11/2/2011,1760.44,10/6/2011,1989.61
11/3/2011,1756.91,10/7/2011,1973.42
11/4/2011,1758.59,10/10/2011,2040.76
11/7/2011,1760.83,10/11/2011,2041.9
11/8/2011,1755.8,10/12/2011,2062.22
11/9/2011,1759.63,10/13/2011,2056.26
11/10/2011,1754.27,10/14/2011,2091.99
11/14/2011,1755.32,10/17/2011,2051.54
11/15/2011,1753.29,10/18/2011,2093.43
11/16/2011,1755.22,10/19/2011,2067.28
11/17/2011,1757.37,10/20/2011,2076.75
11/18/2011,1754.46,10/21/2011,2115.86
11/21/2011,1755.92,10/24/2011,2143.13
11/22/2011,1756.46,10/25/2011,2100.17
11/23/2011,1758.46,10/26/2011,2122.32
11/25/2011,1752.58,10/27/2011,2195.22
11/28/2011,1755.09,10/28/2011,2196.13
11/29/2011,1753.47,10/31/2011,2141.81
11/30/2011,1750.55,11/1/2011,2081.97
12/1/2011,1747.64,11/2/2011,2115.7
12/2/2011,1754.03,11/3/2011,2155.87
12/5/2011,1755.79,11/4/2011,2142.34
12/6/2011,1753.62,11/7/2011,2156
12/7/2011,1759.1,11/8/2011,2182.61
12/8/2011,1762.52,11/9/2011,2102.72
12/9/2011,1756.75,11/10/2011,2121.14
12/12/2011,1759.68,11/11/2011,2162.48
12/13/2011,1762.37,11/14/2011,2142.09
12/14/2011,1765.88,11/15/2011,2152.8
12/15/2011,1764.39,11/16/2011,2117.64
12/16/2011,1767.84,11/17/2011,2082.1
12/19/2011,1770.12,11/18/2011,2081.42
12/20/2011,1764.21,11/21/2011,2042.71
12/21/2011,1760.87,11/22/2011,2034.41
12/22/2011,1762.03,11/23/2011,1989.54
12/23/2011,1756.74,11/25/2011,1984.5
12/27/2011,1759.13,11/28/2011,2042.8
12/28/2011,1766.61,11/29/2011,2048.06
12/29/2011,1767.74,11/30/2011,2137.08
12/30/2011,1769.79,12/1/2011,2133.07
1/3/2012,1765.75,12/2/2011,2132.64
1/4/2012,1764.68,12/5/2011,2154.68
1/5/2012,1764.59,12/6/2011,2157.1
1/6/2012,1767.33,12/7/2011,2162.07
1/9/2012,1768.59,12/8/2011,2116.41
1/10/2012,1768.65,12/9/2011,2152.15
1/11/2012,1772.76,12/12/2011,2120.15
1/12/2012,1772.05,12/13/2011,2102.15
1/13/2012,1776.96,12/14/2011,2078.51
1/17/2012,1777.87,12/15/2011,2085.44
1/18/2012,1774.64,12/16/2011,2092.18
1/19/2012,1771.08,12/19/2011,2067.67
1/20/2012,1768.11,12/20/2011,2129.67
1/23/2012,1766.8,12/21/2011,2133.86
1/24/2012,1767.07,12/22/2011,2152.04
1/25/2012,1770.9,12/23/2011,2171.5
1/26/2012,1776.88,12/27/2011,2171.71
1/27/2012,1778.82,12/28/2011,2145.09
1/30/2012,1782.61,12/29/2011,2168.12
1/31/2012,1785.33,12/30/2011,2158.94
2/1/2012,1782.8,1/3/2012,2192.4
2/2/2012,1784.18,1/4/2012,2193.28
2/3/2012,1777.68,1/5/2012,2199.73
2/6/2012,1782.23,1/6/2012,2194.98
2/7/2012,1778.91,1/9/2012,2200
2/8/2012,1779.52,1/10/2012,2219.58
2/9/2012,1776.77,1/11/2012,2220.48
2/10/2012,1781.01,1/12/2012,2225.74
2/13/2012,1780.35,1/13/2012,2214.73
2/14/2012,1784.6,1/17/2012,2222.59
2/15/2012,1784.01,1/18/2012,2247.64
2/16/2012,1778.52,1/19/2012,2258.8
2/17/2012,1778.3,1/20/2012,2260.37
2/21/2012,1776.7,1/23/2012,2261.47
2/22/2012,1780.04,1/24/2012,2259.22
2/23/2012,1781.38,1/25/2012,2278.83
2/24/2012,1782.09,1/26/2012,2265.84
2/27/2012,1786.12,1/27/2012,2262.35
2/28/2012,1786.34,1/30/2012,2256.72
2/29/2012,1784.92,1/31/2012,2255.69
3/1/2012,1781.82,2/1/2012,2276.24
3/2/2012,1785.49,2/2/2012,2278.92
3/5/2012,1783.75,2/3/2012,2312.49
3/6/2012,1786.65,2/6/2012,2311.55
3/7/2012,1784.08,2/7/2012,2316.27
3/8/2012,1782.34,2/8/2012,2322.11
3/9/2012,1781.37,2/9/2012,2325.56
3/12/2012,1782.38,2/10/2012,2309.6
3/13/2012,1777.75,2/13/2012,2325.81
3/14/2012,1767.62,2/14/2012,2324
3/15/2012,1769.02,2/15/2012,2312.28
3/16/2012,1769.08,2/16/2012,2338.12
3/19/2012,1764.24,2/17/2012,2343.67
3/20/2012,1764.47,2/21/2012,2345.41
3/21/2012,1770.12,2/22/2012,2337.67
3/22/2012,1770.66,2/23/2012,2348.11
3/23/2012,1772.95,2/24/2012,2352.34
3/26/2012,1773.3,2/27/2012,2355.74
3/27/2012,1777.14,2/28/2012,2364.03
3/28/2012,1776.86,2/29/2012,2353.23
3/29/2012,1778.95,3/1/2012,2367.87
3/30/2012,1775.14,3/2/2012,2360.28
4/2/2012,1776.71,3/5/2012,2351.28
4/3/2012,1770.74,3/6/2012,2315.21
4/4/2012,1773.07,3/7/2012,2331.89
4/5/2012,1776.62,3/8/2012,2355.01
4/6/2012,1785.02,3/9/2012,2363.56
4/9/2012,1786.18,3/12/2012,2364.1
4/10/2012,1788.86,3/13/2012,2407.79
4/11/2012,1786.15,3/14/2012,2404.98
4/12/2012,1785.6,3/15/2012,2419.37
4/13/2012,1789.47,3/16/2012,2422.09
4/16/2012,1791.19,3/19/2012,2431.73
4/17/2012,1789.07,3/20/2012,2424.46
4/18/2012,1790.87,3/21/2012,2420.02
4/19/2012,1792.41,3/22/2012,2402.71
4/20/2012,1791.08,3/23/2012,2410.16
4/23/2012,1793.16,3/26/2012,2443.64
4/24/2012,1791.5,3/27/2012,2437.01
4/25/2012,1790.54,3/28/2012,2425.55
4/26/2012,1791.98,3/29/2012,2421.7
4/27/2012,1793.39,3/30/2012,2430.67
4/30/2012,1794.82,4/2/2012,2449.08
5/1/2012,1792.43,4/3/2012,2439.89
5/2/2012,1795.45,4/4/2012,2415.05
5/3/2012,1796.29,4/5/2012,2414.4
5/4/2012,1798.98,4/9/2012,2387.03
5/7/2012,1799.11,4/10/2012,2346.27
5/8/2012,1801.12,4/11/2012,2364.09
5/9/2012,1799.64,4/12/2012,2396.69
5/10/2012,1798.54,4/13/2012,2366.84
5/11/2012,1800.54,4/16/2012,2365.65
5/14/2012,1802.92,4/17/2012,2402.29
5/15/2012,1802.84,4/18/2012,2392.57
5/16/2012,1802.69,4/19/2012,2378.48
5/17/2012,1805.19,4/20/2012,2381.32
5/18/2012,1804.09,4/23/2012,2361.35
5/21/2012,1802.86,4/24/2012,2370.04
5/22/2012,1798.53,4/25/2012,2402.71
5/23/2012,1802.85,4/26/2012,2418.89
5/24/2012,1800.18,4/27/2012,2424.78
5/25/2012,1800.93,4/30/2012,2415.42
5/29/2012,1801.99,5/1/2012,2429.1
5/30/2012,1808.79,5/2/2012,2423.29
5/31/2012,1811.06,5/3/2012,2405.17
6/1/2012,1816.25,5/4/2012,2366.39
6/4/2012,1812.2,5/7/2012,2367.26
6/5/2012,1810.05,5/8/2012,2357.45
6/6/2012,1805.68,5/9/2012,2342.31
6/7/2012,1806.28,5/10/2012,2348.93
6/8/2012,1806.59,5/11/2012,2341.23
6/11/2012,1810.3,5/14/2012,2315.45
6/12/2012,1806.43,5/15/2012,2302.56
6/13/2012,1810.05,5/16/2012,2293.21
6/14/2012,1809.34,5/17/2012,2258.93
6/15/2012,1811.9,5/18/2012,2242.25
6/18/2012,1812.57,5/21/2012,2278.24
6/19/2012,1810.68,5/22/2012,2279.4
6/20/2012,1810.11,5/23/2012,2283.36
6/21/2012,1812.92,5/24/2012,2286.87
6/22/2012,1809.75,5/25/2012,2281.92
6/25/2012,1814.37,5/29/2012,2307.57
6/26/2012,1812.79,5/30/2012,2275.19
6/27/2012,1813.49,5/31/2012,2270.25
6/28/2012,1815.88,6/1/2012,2214.41
6/29/2012,1811.77,6/4/2012,2214.7
7/2/2012,1817.9,6/5/2012,2227.45
7/3/2012,1815.19,6/6/2012,2279.42
7/5/2012,1817.69,6/7/2012,2279.28
7/6/2012,1821.26,6/8/2012,2297.82
7/9/2012,1824.08,6/11/2012,2268.94
7/10/2012,1826.45,6/12/2012,2295.4
7/11/2012,1827.34,6/13/2012,2280.13
7/12/2012,1828.73,6/14/2012,2304.83
7/13/2012,1828.15,6/15/2012,2328.66
7/16/2012,1831.64,6/18/2012,2332.07
7/17/2012,1829.95,6/19/2012,2355.01
7/18/2012,1833.42,6/20/2012,2351.14
7/19/2012,1832.5,6/21/2012,2299.16
7/20/2012,1836.06,6/22/2012,2315.65
7/23/2012,1836.79,6/25/2012,2278.98
7/24/2012,1838.57,6/26/2012,2289.86
7/25/2012,1838.88,6/27/2012,2310.98
7/26/2012,1838.29,6/28/2012,2306.22
7/27/2012,1830.47,6/29/2012,2363.79
7/30/2012,1835.48,7/2/2012,2369.75
7/31/2012,1836.76,7/3/2012,2385.06
8/1/2012,1833.8,7/5/2012,2373.91
8/2/2012,1837.81,7/6/2012,2352.34
8/3/2012,1831.58,7/9/2012,2348.52
8/6/2012,1833.85,7/10/2012,2329.46
8/7/2012,1829.16,7/11/2012,2329.71
8/8/2012,1828.07,7/12/2012,2318.09
8/9/2012,1827.84,7/13/2012,2356.4
8/10/2012,1830.06,7/16/2012,2350.94
8/13/2012,1829.94,7/17/2012,2368.36
8/14/2012,1824.96,7/18/2012,2384.54
8/15/2012,1819.1,7/19/2012,2391.27
8/16/2012,1816.69,7/20/2012,2367.26
8/17/2012,1818.48,7/23/2012,2346.22
8/20/2012,1819.4,7/24/2012,2325.02
8/21/2012,1820.43,7/25/2012,2324.33
8/22/2012,1827.04,7/26/2012,2362.85
8/23/2012,1830.19,7/27/2012,2408.07
8/24/2012,1828.83,7/30/2012,2406.99
8/27/2012,1831.31,7/31/2012,2396.62
8/28/2012,1832.39,8/1/2012,2389.73
8/29/2012,1830.89,8/2/2012,2372.31
8/30/2012,1833.41,8/3/2012,2417.77
8/31/2012,1837.96,8/6/2012,2423.46
9/4/2012,1837.51,8/7/2012,2435.88
9/5/2012,1836.82,8/8/2012,2438.16
9/6/2012,1831.63,8/9/2012,2440.23
9/7/2012,1833.08,8/10/2012,2445.64
9/10/2012,1832.14,8/13/2012,2443.05
9/11/2012,1832,8/14/2012,2443.16
9/12/2012,1828.38,8/15/2012,2446.82
9/13/2012,1830.76,8/16/2012,2464.38
9/14/2012,1825.83,8/17/2012,2469
9/17/2012,1828.32,8/20/2012,2468.99
9/18/2012,1829.49,8/21/2012,2460.41
9/19/2012,1831.81,8/22/2012,2461.12
9/20/2012,1832.67,8/23/2012,2441.29
9/21/2012,1834.08,8/24/2012,2457.4
9/24/2012,1836.91,8/27/2012,2456.22
9/25/2012,1838.88,8/28/2012,2454.39
9/26/2012,1841.9,8/29/2012,2457.05
9/27/2012,1840.12,8/30/2012,2438.2
9/28/2012,1840.49,8/31/2012,2450.6
10/1/2012,1841.77,9/4/2012,2447.8
10/2/2012,1842.55,9/5/2012,2445.81
10/3/2012,1842.48,9/6/2012,2496.12
10/4/2012,1839.81,9/7/2012,2506.37
10/5/2012,1836.51,9/10/2012,2491.11
10/9/2012,1838.06,9/11/2012,2498.95
10/10/2012,1839.97,9/12/2012,2504.84
10/11/2012,1841.94,9/13/2012,2546.03
10/12/2012,1843.4,9/14/2012,2556.13
10/15/2012,1843.48,9/17/2012,2548.26
10/16/2012,1840.83,9/18/2012,2545.05
10/17/2012,1836.58,9/19/2012,2548.11
10/18/2012,1836.16,9/20/2012,2547.11
10/19/2012,1840.01,9/21/2012,2546.92
10/22/2012,1838.18,9/24/2012,2541.23
10/23/2012,1839.28,9/25/2012,2514.83
10/24/2012,1839.08,9/26/2012,2500.92
10/25/2012,1835.2,9/27/2012,2525.23
10/26/2012,1839.56,9/28/2012,2513.93
10/29/2012,1841.32,10/1/2012,2520.71
10/31/2012,1844.11,10/2/2012,2523.08
11/1/2012,1841.71,10/3/2012,2532.79
11/2/2012,1841.23,10/4/2012,2550.98
11/5/2012,1844.04,10/5/2012,2551.03
11/6/2012,1839.41,10/8/2012,2542.21
11/7/2012,1845.46,10/9/2012,2517.14
11/8/2012,1847.77,10/10/2012,2501.75
11/9/2012,1847.32,10/11/2012,2502.66
11/13/2012,1848.02,10/12/2012,2495.28
11/14/2012,1847.48,10/15/2012,2515.44
11/15/2012,1846.99,10/16/2012,2541.28
11/16/2012,1847.53,10/17/2012,2552.05
11/19/2012,1846.03,10/18/2012,2545.95
11/20/2012,1843.57,10/19/2012,2503.8
11/21/2012,1841.96,10/22/2012,2504.96
11/23/2012,1841.95,10/23/2012,2468.78
11/26/2012,1844.1,10/24/2012,2461.18
11/27/2012,1845.39,10/25/2012,2468.6
11/28/2012,1846.44,10/26/2012,2466.8
11/29/2012,1846.25,10/31/2012,2467.51
11/30/2012,1847.02,11/1/2012,2494.67
12/3/2012,1846.37,11/2/2012,2471.3
12/4/2012,1848.27,11/5/2012,2476.94
12/5/2012,1849.11,11/6/2012,2496.46
12/6/2012,1849.38,11/7/2012,2439.48
12/7/2012,1846.72,11/8/2012,2409.72
12/10/2012,1848.03,11/9/2012,2413.92
12/11/2012,1846.49,11/12/2012,2414.24
12/12/2012,1843.86,11/13/2012,2405.38
12/13/2012,1842.58,11/14/2012,2372.94
12/14/2012,1844.08,11/15/2012,2369.32
12/17/2012,1840.62,11/16/2012,2381.02
12/18/2012,1836.6,11/19/2012,2428.47
12/19/2012,1839.53,11/20/2012,2430.29
12/20/2012,1839.91,11/21/2012,2435.97
12/21/2012,1842.75,11/23/2012,2468.06
12/24/2012,1841.63,11/26/2012,2463.12
12/26/2012,1842.72,11/27/2012,2450.48
12/27/2012,1846.05,11/28/2012,2470.47
12/28/2012,1846.24,11/29/2012,2481.42
12/31/2012,1844.39,11/30/2012,2481.82
1/2/2013,1840.4,12/3/2012,2470.07
1/3/2013,1836.93,12/4/2012,2465.9
1/4/2013,1836.38,12/5/2012,2470.59
1/7/2013,1837.68,12/6/2012,2479.4
1/8/2013,1839.28,12/7/2012,2486.84
1/9/2013,1840.38,12/10/2012,2487.78
1/10/2013,1838,12/11/2012,2504.08
1/11/2013,1839.47,12/12/2012,2505.76
1/14/2013,1840.51,12/13/2012,2490.56
1/15/2013,1841.61,12/14/2012,2480.36
1/16/2013,1841.59,12/17/2012,2509.84
1/17/2013,1838.16,12/18/2012,2538.72
1/18/2013,1840.16,12/19/2012,2519.54
1/22/2013,1841.16,12/20/2012,2533.91
1/23/2013,1841.08,12/21/2012,2510.32
1/24/2013,1840.12,12/24/2012,2504.51
1/25/2013,1833.16,12/26/2012,2492.54
1/28/2013,1831.99,12/27/2012,2489.97
1/29/2013,1831.03,12/28/2012,2462.71
1/30/2013,1830.06,12/31/2012,2504.44
1/31/2013,1831.49,1/2/2013,2568.55
2/1/2013,1829.97,1/3/2013,2563.19
2/4/2013,1832.85,1/4/2013,2575.66
2/5/2013,1830.17,1/7/2013,2567.63
2/6/2013,1833.19,1/8/2013,2560.17
2/7/2013,1833.94,1/9/2013,2567.02
2/8/2013,1833.16,1/10/2013,2586.52
2/11/2013,1834.04,1/11/2013,2586.69
2/12/2013,1831.55,1/14/2013,2584.27
2/13/2013,1829.79,1/15/2013,2587.2
2/14/2013,1832.93,1/16/2013,2588.02
2/15/2013,1832.38,1/17/2013,2602.64
2/19/2013,1831.36,1/18/2013,2611.54
2/20/2013,1831.72,1/22/2013,2623.22
2/21/2013,1833.92,1/23/2013,2627.23
2/22/2013,1834.73,1/24/2013,2627.33
2/25/2013,1839.47,1/25/2013,2641.64
2/26/2013,1840.44,1/28/2013,2636.83
2/27/2013,1839.29,1/29/2013,2650.43
2/28/2013,1840.67,1/30/2013,2640.77
3/1/2013,1842.17,1/31/2013,2634.16
3/4/2013,1841.13,2/1/2013,2660.7
3/5/2013,1840.35,2/4/2013,2630.05
3/6/2013,1837.63,2/5/2013,2657.76
3/7/2013,1833.99,2/6/2013,2659.55
3/8/2013,1830.28,2/7/2013,2655.84
3/11/2013,1830.73,2/8/2013,2670.85
3/12/2013,1833.23,2/11/2013,2669.37
3/13/2013,1833.54,2/12/2013,2673.77
3/14/2013,1832.99,2/13/2013,2676.6
3/15/2013,1835.18,2/14/2013,2678.77
3/18/2013,1837.42,2/15/2013,2676.21
3/19/2013,1840.48,2/19/2013,2696.26
3/20/2013,1838.09,2/20/2013,2662.94
3/21/2013,1838.4,2/21/2013,2646.75
3/22/2013,1839.33,2/22/2013,2670.36
3/25/2013,1839.66,2/25/2013,2621.46
3/26/2013,1840.01,2/26/2013,2637.89
3/27/2013,1842.83,2/27/2013,2672.11
3/28/2013,1842.14,2/28/2013,2669.92
4/1/2013,1843.88,3/1/2013,2676.18
4/2/2013,1843.01,3/4/2013,2688.54
4/3/2013,1846.7,3/5/2013,2714.35
4/4/2013,1851.51,3/6/2013,2718.07
4/5/2013,1856.81,3/7/2013,2723.27
4/8/2013,1854.5,3/8/2013,2735.67
4/9/2013,1853.83,3/11/2013,2744.81
4/10/2013,1850.28,3/12/2013,2738.35
4/11/2013,1851.51,3/13/2013,2742.87
4/12/2013,1856.14,3/14/2013,2758.3
4/15/2013,1857.71,3/15/2013,2753.82
4/16/2013,1856.44,3/18/2013,2738.68
4/17/2013,1857.38,3/19/2013,2732.09
4/18/2013,1858.55,3/20/2013,2750.42
4/19/2013,1857.46,3/21/2013,2727.69
4/22/2013,1858.14,3/22/2013,2747.25
4/23/2013,1858.26,3/25/2013,2738.08
4/24/2013,1858.58,3/26/2013,2760.32
4/25/2013,1857.8,3/27/2013,2758.85
4/26/2013,1861.17,3/28/2013,2770.05
4/29/2013,1861.24,4/1/2013,2757.83
4/30/2013,1860.78,4/2/2013,2772.11
5/1/2013,1863.33,4/3/2013,2743.38
5/2/2013,1863.63,4/4/2013,2754.67
5/3/2013,1855.84,4/5/2013,2742.86
5/6/2013,1854.52,4/8/2013,2761.05
5/7/2013,1854.02,4/9/2013,2770.84
5/8/2013,1855.82,4/10/2013,2804.81
5/9/2013,1854.63,4/11/2013,2815.02
5/10/2013,1848.36,4/12/2013,2807.1
5/13/2013,1847.17,4/15/2013,2742.63
5/14/2013,1844.97,4/16/2013,2781.86
5/15/2013,1845.37,4/17/2013,2742.01
5/16/2013,1851.04,4/18/2013,2723.72
5/17/2013,1844.56,4/19/2013,2747.94
5/20/2013,1843.73,4/22/2013,2760.8
5/21/2013,1845.58,4/23/2013,2789.56
5/22/2013,1840,4/24/2013,2789.93
5/23/2013,1839.54,4/25/2013,2801.28
5/24/2013,1840.35,4/26/2013,2796.24
5/28/2013,1830.98,4/29/2013,2816.39
5/29/2013,1830.99,4/30/2013,2823.42
5/30/2013,1830.72,5/1/2013,2797.28
5/31/2013,1827.58,5/2/2013,2823.82
6/3/2013,1828.42,5/3/2013,2853.88
6/4/2013,1825.77,5/6/2013,2859.34
6/5/2013,1826.42,5/7/2013,2874.46
6/6/2013,1828.37,5/8/2013,2887.61
6/7/2013,1822.74,5/9/2013,2878.3
6/10/2013,1819.65,5/10/2013,2890.77
6/11/2013,1819.79,5/13/2013,2891.17
6/12/2013,1816.96,5/14/2013,2921.12
6/13/2013,1821.52,5/15/2013,2936.98
6/14/2013,1826.38,5/16/2013,2922.4
6/17/2013,1824.01,5/17/2013,2952.56
6/18/2013,1823.69,5/20/2013,2950.53
6/19/2013,1812.74,5/21/2013,2955.69
6/20/2013,1801.56,5/22/2013,2931.58
6/21/2013,1793.27,5/23/2013,2923.43
6/24/2013,1788.85,5/24/2013,2921.88
6/25/2013,1785.72,5/28/2013,2940.45
6/26/2013,1790.56,5/29/2013,2920.18
6/27/2013,1797.37,5/30/2013,2931.39
6/28/2013,1799.31,5/31/2013,2889.46
7/1/2013,1800.42,6/3/2013,2906.91
7/2/2013,1801.81,6/4/2013,2891.02
7/3/2013,1798.79,6/5/2013,2851.89
7/5/2013,1780.68,6/6/2013,2876.5
7/8/2013,1788.3,6/7/2013,2913.46
7/9/2013,1790.93,6/10/2013,2912.63
7/10/2013,1786.73,6/11/2013,2883.07
7/11/2013,1796.2,6/12/2013,2859.62
7/12/2013,1794.43,6/13/2013,2902.32
7/15/2013,1799.16,6/14/2013,2885.24
7/16/2013,1801.37,6/17/2013,2907.12
7/17/2013,1804.88,6/18/2013,2929.81
7/18/2013,1802.07,6/19/2013,2889.25
7/19/2013,1806.84,6/20/2013,2817.44
7/22/2013,1808.17,6/21/2013,2824.97
7/23/2013,1806.27,6/24/2013,2790.66
7/24/2013,1800.73,6/25/2013,2817.44
7/25/2013,1799.36,6/26/2013,2845.04
7/26/2013,1803.45,6/27/2013,2862.92
7/29/2013,1801.78,6/28/2013,2850.66
7/30/2013,1800.64,7/1/2013,2866.41
7/31/2013,1801.77,7/2/2013,2865.48
8/1/2013,1792.03,7/3/2013,2867.85
8/2/2013,1801.89,7/5/2013,2897.12
8/5/2013,1799.78,7/8/2013,2913.2
8/6/2013,1799.38,7/9/2013,2934.31
8/7/2013,1802.32,7/10/2013,2934.97
